CustomerID,Frequency,Monetary,Product_Diversity,Recency,Average_Spend_Per_Transaction,Homeware_Spend_Pct,Stationery_Spend_Pct,Gadgets_Spend_Pct,Decorations_Spend_Pct,Kitchenware_Spend_Pct,Else_Spend_Pct,Split,High_Value,PC1,PC2
12369,3,1791.15,90,409,597.0500000000001,0.0334980319906205,0.1229266113949138,0.0292270329118164,0.0409234290818747,0.0596264969433045,0.7137983976774698,Train,0,0.7145035229699256,0.291251592475486
12370,7,4320.31,168,46,617.1871428571429,0.1582664206966629,0.0121634790096081,0.1335899507211287,0.1038652318930817,0.1137024889417657,0.4784124287377525,Train,1,-0.8825656958269907,-0.6524172521519184
12371,5,4067.38,134,40,813.476,0.2610402765416558,0.0099425182795804,0.0587847705402494,0.0,0.0186754126735146,0.6515570219649995,Train,1,0.16634837282395584,-1.406492763569483
12372,3,1298.04,34,67,432.68,0.0,0.0115558842562632,0.0,0.0,0.2535361005824165,0.7349080151613202,Train,0,1.1114236975477128,0.9973170821459492
12373,3,1127.65,36,307,375.8833333333334,0.0268700394625992,0.0180907196381856,0.0,0.0,0.0287323194253536,0.9263069214738616,Train,0,2.0484675002214385,-0.363115660749325
12374,4,2989.2200000000003,79,20,747.3050000000001,0.0166096841316463,0.0016860585704631,0.00592127712246,0.0604572430266089,0.1831481122165648,0.7321776249322565,Train,1,0.9676368900266615,0.5243938701957255
12375,2,457.5,14,6,228.75,0.0,0.0,0.0,0.0,0.0,1.0,Train,0,2.4881271715210698,-0.5392729229250735
12376,2,503.15,11,385,251.575,0.0,0.020272284606976,0.0,0.0,0.0,0.979727715393024,Train,0,2.363360614554028,-0.43291802502048893
12377,4,3426.32,129,310,856.58,0.1751850381750682,0.0672616684956454,0.0378832099745499,0.0273179387797987,0.0517172943566275,0.64063485021831,Train,1,0.1792275965342332,-0.542510642626059
12378,2,5416.32,281,125,2708.16,0.0281371853952499,0.0892044783173815,0.0509958791208791,0.0621990576627673,0.1063378825475599,0.6631255169561621,Train,1,0.4191601807243332,0.35369221021876945
12379,4,1620.22,58,77,405.055,0.0639913098221229,0.0440680895187073,0.0736936959178383,0.0,0.2178346150522768,0.6004122896890546,Train,0,0.14888228420537894,0.5139478006548944
12380,11,9676.3,156,17,879.6636363636364,0.0140632266465487,0.0296911009373417,0.0575364550499674,0.0154294513398716,0.1023831423167946,0.7808966237094757,Train,1,1.1746643342991676,-0.005241083186605689
12381,4,1698.3,67,28,424.575,0.0097744803627156,0.0346228581522699,0.1701819466525349,0.0464582229288111,0.1499617264323146,0.5890007654713537,Test,0,-0.07426459575257692,-0.02602433481775793
12383,5,1850.56,84,180,370.112,0.0810565450458239,0.0882219436278748,0.0,0.0,0.1607513401348781,0.6699701711914231,Train,0,0.5732890427379027,0.599900608049342
12384,2,585.27,26,24,292.635,0.0281921164590701,0.0,0.1152972132520033,0.0,0.0960069711415244,0.7605036991474021,Train,0,0.99601983499238,-0.44806255659455724
12385,1,1938.4,65,374,1938.4,0.0580375567478332,0.0,0.0727404044572843,0.0,0.0761452744531572,0.793076764341725,Train,0,1.1963779651732585,-0.5199137958358375
12386,2,660.8,10,333,330.4,0.0,0.0,0.0,0.0,0.2551452784503632,0.7448547215496368,Train,0,1.17425838266411,0.9460590647952569
12387,1,143.94,9,410,143.94,0.0,0.2959566486035848,0.0,0.0,0.137557315548145,0.5664860358482701,Train,0,-0.041699843180675114,1.8142023791548918
12388,8,3901.11,83,11,487.63875,0.0549074494182424,0.1304756851255155,0.1103532071641148,0.1907662178200563,0.2159052167203693,0.2975922237517014,Train,1,-1.8753423228534505,1.0581469674163115
12389,3,1433.33,41,398,477.7766666666666,0.010465140616606,0.0174977151109653,0.0519070974583661,0.010465140616606,0.2743959869674116,0.6352689192300447,Train,0,0.46154905726585943,0.9570874037146999
12390,1,549.84,32,75,549.84,0.0545613269314709,0.0512876473155827,0.0,0.0,0.0960279353993889,0.7981230903535574,Train,0,1.3117421144915693,0.11416137360587324
12391,6,2773.42,241,17,462.2366666666667,0.0398605332044912,0.0484744467120017,0.0422366608735784,0.0224992968969719,0.1348948229983197,0.7120342393146368,Train,0,0.7773545490699976,0.2572262673175867
12392,1,234.75000000000003,7,586,234.75000000000003,0.0,0.0,0.0,0.0638977635782747,0.063258785942492,0.8728434504792333,Train,0,1.724836046278605,-0.1063513792110384
12393,6,2399.4500000000003,63,67,399.90833333333336,0.0,0.0,0.0180041259455291,0.0085019483631665,0.0485944695659421,0.924899456125362,Train,0,2.0534252426831325,-0.3067157911290843
12394,2,1272.48,26,59,636.24,0.0834590720482836,0.0,0.0,0.0,0.5755689676851502,0.340971960266566,Train,0,-1.0359727651468515,2.5442358290058986
12395,15,5067.27,145,14,337.81800000000004,0.0315633467330534,0.07300183333432,0.0621557564526855,0.0,0.2167616882463338,0.616517375233607,Train,1,0.2749092396391285,0.8010792993449726
12396,1,931.43,65,669,931.43,0.0513726205941401,0.2096775925190299,0.0,0.1309813942003156,0.0331211148449158,0.5748472778415984,Train,0,-0.21462894379606037,0.7216636979752844
12397,2,2409.9,110,31,1204.95,0.0266650068467571,0.0275862068965517,0.1011245279887132,0.0061620814141665,0.2383750363085605,0.6000871405452508,Train,0,0.16055301360868526,0.582982253846744
12398,1,1635.66,85,41,1635.66,0.070723744543487,0.0419402565325312,0.0121052052382524,0.0,0.1073817296993262,0.7678490639864032,Train,0,1.117432216953419,0.039849626475664
12399,7,1962.3,67,115,280.3285714285714,0.0152881822351322,0.0964378535392141,0.01271976761963,0.0446567803088212,0.2481170055547062,0.582780410742496,Train,0,0.11931859204754612,1.3656951039048975
12400,1,205.25,11,409,205.25,0.0,0.0993909866017052,0.0,0.0,0.1987819732034104,0.7018270401948843,Train,0,0.8527951625648584,1.1393762039702446
12401,1,84.3,5,298,84.3,0.0,0.0,0.0,0.0,0.4323843416370107,0.5676156583629893,Train,0,0.26156709281731055,1.9778588755682698
12402,6,1256.9,43,318,209.48333333333332,0.0,0.0422467976768239,0.0,0.0184978916381573,0.093205505609038,0.8460498050759806,Val,0,1.621492077207644,0.24368296391735156
12403,2,1019.36,5,45,509.68,0.0,0.0097119761418929,0.0,0.0,0.0,0.9902880238581072,Val,0,2.4283544400276966,-0.48832078550947416
12404,1,63.24,1,677,63.24,0.0,0.0,0.0,0.0,0.0,1.0,Train,0,2.4881271715210698,-0.5392729229250735
12405,1,1710.39,54,144,1710.39,0.0,0.0176567917258636,0.0202760773858593,0.1808944158934512,0.2143546208759405,0.5668180941188852,Train,0,-0.1052150069261556,0.9179027624777822
12406,5,6390.36,114,17,1278.072,0.1041255891686853,0.0241113176722438,0.034007473757347,0.0051828066024449,0.1388028217502613,0.6937699910490177,Train,1,0.6520798659485664,-0.04415268316421943
12407,5,1708.12,57,45,341.624,0.0442591855373158,0.1082944992155117,0.0039341498255391,0.0073765309228859,0.4452673114301103,0.3908683230686368,Train,0,-0.8464599727169805,2.473904964750855
12408,8,4340.77,104,28,542.5962499999999,0.0196969662064564,0.0280042480942321,0.1524614296541857,0.000663476756428,0.0799581641045252,0.7192157151841724,Train,1,0.6981880098060135,-0.488368519094182
12409,7,23419.29,177,74,3345.612857142857,0.0787641299117095,0.0455436522627287,0.0645262943496579,0.0766534766852453,0.1408684891813543,0.5936439576093041,Train,1,-0.023625838442683064,0.13391640918046374
12410,3,1013.71,36,304,337.90333333333336,0.0,0.0520859022797447,0.0670803286936106,0.0,0.0473508202543133,0.8334829487723313,Train,0,1.453351463980024,-0.2099590865032085
12411,1,346.9,22,405,346.9,0.0,0.0294032862496396,0.0,0.0,0.0,0.9705967137503604,Train,0,2.307163513008625,-0.3850138659037655
12412,6,2596.93,82,70,432.82166666666666,0.0,0.1121709094969829,0.0,0.0036042557943417,0.1072805196905576,0.7769443150181177,Test,0,1.220646544751639,0.6773939444105145
12413,4,999.45,41,62,249.8625,0.0150082545399969,0.0663364850667867,0.0,0.0232627945369953,0.1759467707238981,0.7194456951323228,Train,0,0.9137863195415201,0.8085210110899776
12414,6,952.41,21,212,158.735,0.0,0.1139005260339559,0.0,0.1970264906920339,0.0762276750559107,0.6128453082180993,Val,0,0.045447618760009564,0.7014218084653139
12415,28,144458.37,498,19,5159.2275,0.0355336281310664,0.0518892743978767,0.0443950045954415,0.0609509853946157,0.2219172900815647,0.5853138173994349,Train,1,0.058827342969578415,0.8274401035841966
12416,1,202.56,11,652,202.56,0.0,0.0,0.0,0.0,0.0740521327014218,0.9259478672985784,Train,0,2.1067962431354212,-0.10817734424780347
12417,19,6447.18,263,34,339.3252631578948,0.0266395540375792,0.0404673050853241,0.021009185411296,0.015923240858794,0.2152786179383854,0.6806820966686209,Train,1,0.6953238365051163,0.7883348440121848
12418,4,2021.2,90,108,505.3,0.2343954086681179,0.0596081535721353,0.0387789432020581,0.1127300613496932,0.0329507223431624,0.5215367108648328,Train,0,-0.6656158409439552,-0.7979631630959086
12419,2,503.01,23,381,251.505,0.0711715472853422,0.0,0.0791236754736486,0.0591638337209995,0.175940836166279,0.6146001073537305,Train,0,0.14443529938231953,0.05797465968826495
12420,1,600.39,29,59,600.39,0.066956478289112,0.0,0.0,0.0747514115824714,0.4743416779093589,0.3839504322190576,Train,0,-0.9157922590453987,2.083411462856675
12421,6,1098.6,44,11,183.1,0.1137083560895685,0.0852175496085927,0.0719825232113599,0.0839158929546695,0.1294556708538139,0.5157200072819954,Train,0,-0.5456039324535926,0.1466925852200595
12422,17,5231.8,137,91,307.7529411764706,0.0188692228296188,0.0327975075499828,0.0157116097710157,0.0633109063802133,0.0426812951565426,0.8266294583126267,Train,1,1.3961342885018193,-0.16651117166669477
12423,9,2413.75,119,96,268.19444444444446,0.0673889176592439,0.0780113930605903,0.0899347488348006,0.0075732780942516,0.1286877265665458,0.6284039357845675,Train,0,0.21048901782665486,0.11667437774007965
12424,4,3340.03,78,158,835.0075,0.0808375972670904,0.1285227976994218,0.0,0.2313931311994203,0.1801780223530926,0.3790684514809747,Train,1,-1.3577783697265478,1.1592773632477702
12425,2,1741.41,87,73,870.705,0.1149987653682935,0.0815546023050286,0.0265302255069168,0.0,0.2321222457663617,0.5447941610533993,Val,0,-0.16706897969023987,0.7848991441555032
12426,2,1345.21,73,190,672.605,0.0414805123363638,0.0448257149441351,0.0223013507184751,0.0151649184885631,0.195805859308212,0.6804216442042507,Train,0,0.6652877877418557,0.6453322059986223
12427,3,1129.3,26,17,376.4333333333333,0.0892588329053395,0.0,0.0380412645001328,0.0508722217302754,0.1097139821128132,0.712113698751439,Train,0,0.7089142115943112,-0.25936824165050076
12428,9,7956.46,258,21,884.0511111111111,0.0824663229627246,0.054418673631238,0.0215548120646619,0.0405331014043934,0.1013666882005314,0.6996604017364506,Train,1,0.648973769198726,0.04278911303175858
12429,8,7485.91,124,4,935.73875,0.0242054740171869,0.0448442473927685,0.2356587241898446,0.0158698140907384,0.2046778547965444,0.4747438855129169,Train,1,-0.7654791715045076,0.05463109680631948
12430,1,256.4,11,38,256.4,0.0,0.0,0.2003120124804992,0.0,0.0,0.7996879875195008,Train,0,1.083506376038066,-1.1950287233071388
12431,27,10857.97,244,31,402.147037037037,0.0548675304868221,0.0286388708018165,0.2975648302583263,0.0114063678569751,0.0611596827031203,0.5463627178929396,Train,1,-0.5360454188209781,-1.171214898208023
12432,5,5059.32,107,38,1011.864,0.0524774080311188,0.0384241360499039,0.0573990180498565,0.0126301558312184,0.0496311757311259,0.7894381063067765,Train,1,1.1548425386913979,-0.3918777823235479
12433,8,17942.57,285,4,2242.82125,0.0698718188085653,0.0398058917981091,0.0157000920158037,0.0009664167396309,0.2383722064341953,0.6352835742036955,Train,1,0.42992671474610294,0.7831517483127869
12434,3,1103.43,62,80,367.81,0.1335834624760972,0.1285627543206184,0.0,0.07898099562274,0.1090146180546115,0.5498581695259328,Train,0,-0.3019774578307736,0.4221255042461096
12435,6,13925.93,88,75,2320.988333333333,0.0254202053291952,0.0118053156952533,0.3453916542737182,0.0217148872642617,0.06481721508007,0.5308507223575014,Train,1,-0.659571754520823,-1.290106009192352
12436,1,509.01,16,95,509.01,0.0,0.0,0.0,0.5522681283275378,0.2658101019626334,0.1819217697098288,Train,0,-2.662320577044268,1.5669970983126649
12437,38,12517.5,273,4,329.4078947368421,0.0600103854603555,0.1679057319752347,0.0180515278609946,0.0312802077092071,0.1719864190133812,0.5507657279808268,Train,1,-0.1744841373752914,1.1232851252759817
12438,2,2906.85,84,9,1453.425,0.0,0.0615855651306396,0.0383576723945164,0.0,0.1950668249135662,0.7049899375612777,Train,0,0.8356309046329031,0.7938386310619548
12439,2,1158.18,69,678,579.09,0.1445716555285016,0.0152825985598093,0.1395292614274119,0.0,0.0580479718178521,0.6425685126664249,Train,0,0.14632560367107006,-1.040753325382375
12440,2,859.2,21,458,429.6,0.0,0.0,0.0,0.0,0.2318435754189944,0.7681564245810055,Train,0,1.2942503359782098,0.8104078581922505
12441,1,347.1,11,362,347.1,0.0864304235090751,0.4079515989628349,0.0,0.2203975799481417,0.0,0.2852203975799481,Train,0,-2.111957482989124,1.5473105906214157
12443,1,485.31,21,727,485.31,0.1447116276194597,0.0,0.0350291566215408,0.0,0.0797428447796254,0.740516370979374,Val,0,0.8604977336609247,-0.6529827444652964
12444,5,5005.46,138,16,1001.092,0.0453684576442524,0.0046788906514086,0.0103087428528047,0.0061732588013888,0.1599553287809711,0.7735153212691741,Train,1,1.216552129820645,0.24371938041900496
12445,2,434.98,24,17,217.49,0.3381764678835809,0.0231734792404248,0.1269023863166122,0.0,0.0,0.511747666559382,Train,0,-0.8143349843666535,-1.9157260627861727
12446,1,1002.31,57,53,1002.31,0.0348195668006904,0.0248426135626702,0.046492602089174,0.0656982370723628,0.170655785136335,0.6574911953387674,Train,0,0.4468353431756251,0.38734795759823343
12447,1,476.49,26,238,476.49,0.064219605867909,0.0,0.0,0.0,0.3443933765661399,0.591387017565951,Test,0,0.2836075072648583,1.2600343222404664
12448,1,449.45,22,39,449.45,0.0,0.1260206919568361,0.0,0.0,0.1174769162309489,0.7565023918122149,Train,0,1.1075814246807725,0.8057655833908391
12449,6,4835.89,125,17,805.9816666666667,0.0191443560544181,0.0970783040970741,0.1509753116799596,0.0071713790015901,0.1291820119977915,0.5964486371691664,Train,1,-0.010841446539265715,0.17379306228504374
12450,5,688.2,31,151,137.64,0.1891891891891891,0.0,0.024702121476315,0.0,0.1902353966870095,0.5958732926474862,Train,0,0.06538029357160827,-0.11832578390834117
12451,8,12669.88,352,6,1583.735,0.0357477734595749,0.0850631576621088,0.0353578723713247,0.0308637493014929,0.0931066434725506,0.7198608037329477,Train,1,0.7859219264542249,0.25006096363565256
12452,2,430.57,21,12,215.285,0.0,0.1375850616624474,0.1033049213832826,0.0292635343846529,0.1379566620990779,0.5918898204705391,Train,0,0.0061743604993968896,0.6770851292661234
12453,1,707.09,43,129,707.09,0.0636411206494222,0.0390332206649789,0.0,0.0712780551273529,0.2139614476233577,0.612086155934888,Train,0,0.23084029790217,0.7794834676390103
12454,5,16679.78,24,51,3335.956,0.0365712257595723,0.0772192438989003,0.0429645954562949,0.3753718574225799,0.0249883391747373,0.4428847382879151,Train,1,-1.2329167164579669,0.133435111947403
12455,10,5879.95,199,68,587.995,0.0893476985348514,0.0746196821401542,0.166060935892312,0.0771690235461186,0.1197680252383098,0.4730346346482538,Train,1,-0.8804677928501348,-0.2021282808510738
12456,3,3181.04,105,39,1060.3466666666666,0.0347182053667982,0.0574214722229208,0.013108920353092,0.0266327993360661,0.2632158036365465,0.6049027990845761,Train,1,0.27196350201136926,1.1671870970283107
12457,8,2995.91,63,62,374.48875,0.0,0.0150471809900831,0.0056744027691085,0.013218020568041,0.1387024309809039,0.8273579646918633,Train,1,1.55097118858159,0.3419271291808671
12458,4,1777.49,71,66,444.3725,0.0,0.0345430916629629,0.0843886604144045,0.0736544228096923,0.0396345408412986,0.7677792842716414,Train,0,0.9753361606451931,-0.3290439464182791
12459,1,454.36,23,600,454.36,0.1980808169733251,0.1148868738445285,0.0,0.0,0.1450611849634651,0.5419711242186812,Train,0,-0.29554004421887126,0.2738274150731811
12460,1,326.65,18,451,326.65,0.0,0.0,0.0,0.0541864380835757,0.2276136537578447,0.7181999081585796,Train,0,0.9449902092434922,0.8406157890249117
12461,2,826.88,35,89,413.44,0.1362712848297213,0.0362809597523219,0.0544214396284829,0.033922697368421,0.120876064241486,0.6182275541795667,Train,0,0.1137771766276027,-0.2253206365054693
12462,2,1189.59,51,14,594.795,0.1310619625249035,0.0085743827705343,0.0780521019847174,0.0460494792323405,0.2292470515051404,0.5070150219823637,Train,0,-0.48753046765045144,0.2117938231710061
12463,4,1344.78,65,48,336.195,0.0635568643198143,0.026502476241467,0.0969675337229881,0.0149912996921429,0.1194767917428873,0.6785050342807002,Test,0,0.5005465857613698,-0.21042864487418256
12464,8,1212.05,6,5,151.50625,0.0,0.0,0.0,0.0,0.0,1.0,Train,0,2.4881271715210698,-0.5392729229250735
12465,2,742.1899999999999,46,12,371.095,0.0303156873576846,0.0617631603767229,0.0507956183726539,0.2039908918201539,0.1333890243738126,0.519745617698972,Test,0,-0.5353903171032592,0.5043688800427445
12466,1,56.73,1,677,56.73,0.0,0.0,0.0,0.0,0.0,1.0,Val,0,2.4881271715210698,-0.5392729229250735
12467,1,132.8,9,418,132.8,0.0,0.0,0.0,0.1558734939759035,0.0,0.8441265060240962,Train,0,1.4207821462118435,-0.38154100981998734
12468,5,3670.74,127,183,734.1479999999999,0.0081727390117524,0.0506709818728648,0.0110331976658657,0.0257523006260318,0.0811689196183875,0.8232018612050978,Test,1,1.4497274131812017,0.16286651361291027
12469,2,3070.54,76,518,1535.27,0.0441616132667218,0.1238479225152578,0.0048851342109205,0.0057644583688862,0.3129286705270083,0.5084122011112052,Train,1,-0.2556820636216707,1.7806597132211102
12470,1,211.95,23,685,211.95,0.0568530313753243,0.0176928520877565,0.2033498466619485,0.0294880868129275,0.0601556970983722,0.6324604859636708,Train,0,0.06000104341778257,-0.914115804207003
12471,78,37725.28,255,6,483.6574358974359,0.0251242668046466,0.0666099761221122,0.0509037971355017,0.0240374624124724,0.3442301819893716,0.4890943155358953,Train,1,-0.3846243017121975,1.5913777422863238
12472,19,17880.59,397,27,941.0836842105264,0.0373309829261786,0.0381128363213965,0.0407134216488382,0.0630387476028475,0.1082246167492236,0.7125793947515154,Train,1,0.7285298826808373,0.10171207128464324
12473,5,3938.55,140,24,787.7099999999999,0.0137106295464066,0.0879917736222721,0.0102575821050894,0.0872173769534473,0.0365108986809866,0.7643117390917977,Train,1,0.9973848516035922,0.14569478176739964
12474,31,12424.45,369,12,400.7887096774194,0.0334421241986566,0.0660681156912378,0.0231929783612151,0.0513270205119743,0.1328767068159958,0.69309305442092,Val,1,0.6586882759344596,0.44984100598852184
12475,2,1149.64,54,49,574.82,0.0150046971225775,0.0844960161441842,0.0730663512055947,0.0,0.1162537837931874,0.711179151734456,Val,0,0.7563741715028801,0.2935641086059808
12476,23,14115.41,358,11,613.7134782608696,0.0785226925749942,0.0491292849446101,0.0602674665489702,0.0278419117829379,0.0935821205335162,0.6906565236149711,Test,1,0.563528882807571,-0.15722912030393596
12477,9,20276.37,295,18,2252.93,0.0678913434702562,0.0141307344460571,0.0398636442321776,0.0272859491121931,0.1195381619096515,0.7312901668296643,Train,1,0.8635122716395668,-0.08947267538043639
12479,1,527.2,31,6,527.2,0.0,0.3250379362670713,0.0,0.0328907435508345,0.2297040971168437,0.4123672230652503,Train,0,-0.9204105780263703,2.5364888585237324
12480,7,5464.85,177,23,780.6928571428572,0.0423799372352397,0.0207288397668737,0.0027448145877745,0.0281837561872695,0.2373862045618818,0.6685764476609605,Test,1,0.6414249857031484,0.8352893145716055
12481,15,12361.39,248,18,824.0926666666667,0.0115496720029058,0.0498439091396679,0.0530401516334328,0.0142508245431945,0.108600246412418,0.7627151962683808,Train,1,1.0750896559691119,0.1582532588212531
12482,29,23691.4,42,571,816.944827586207,0.0234008965278539,0.0797116253155153,0.0206657268038191,0.0,0.1100146044556252,0.7662071468971863,Train,1,1.129031553365826,0.3768061941365337
12483,19,5120.58,68,12,269.5042105263158,0.0059055810084013,0.0090224154295021,0.1819403270723238,0.0214780356912693,0.0025778329798577,0.7790758078186456,Val,1,0.9568166054125893,-1.0697156887934258
12484,12,6370.15,329,28,530.8458333333333,0.0657472743969922,0.0854610958925614,0.0218299412101755,0.116951720132179,0.0991468018806464,0.6108631664874454,Train,1,0.05637204250464339,0.3226756213446101
12485,1,708.1,34,524,708.1,0.0,0.2550487219319305,0.0,0.0,0.0360118627312526,0.7089394153368168,Train,0,0.7329771521649755,1.008437948016695
12486,1,1037.28,49,427,1037.28,0.0289217954650624,0.0682554372975474,0.0,0.0709548048742866,0.0850300786672836,0.7468378836958199,Train,0,0.9501860649790613,0.2930353082507955
12487,1,285.29999999999995,2,726,285.29999999999995,0.0,0.0,0.7318611987381703,0.0,0.0,0.2681388012618297,Val,0,-2.6438039913932365,-2.9351463416190624
12488,3,1298.66,46,5,432.8866666666667,0.0,0.1196926062248779,0.2655968459797021,0.0,0.0368456716923598,0.57786487610306,Train,0,-0.30067090143815917,-0.5663064793614101
12489,1,334.93,15,332,334.93,0.0,0.082942704445705,0.0,0.0,0.2015346490311408,0.7155226465231541,Train,0,0.9398518645467671,1.0691079904644527
12490,20,9361.34,191,13,468.067,0.0556971544672023,0.0595534399989745,0.0863978874819203,0.0293056335951904,0.0452200219199388,0.7238258625367736,Train,1,0.7083740496269885,-0.39507202888084436
12491,1,460.4,25,34,460.4,0.0,0.158123370981755,0.0543006081668114,0.0,0.0434404865334491,0.7441355343179844,Train,0,0.9104895148262854,0.36541998261722464
12492,3,715.21,38,58,238.4033333333333,0.0,0.0965590525859537,0.0,0.0356538639001132,0.1591840158834468,0.7086030676304861,Train,0,0.8299936832185971,0.9300778317680862
12493,2,433.74,20,161,216.87,0.0,0.0,0.0575459952967215,0.0,0.0,0.9424540047032784,Test,0,2.0846051825519303,-0.7276596289308247
12494,9,1872.87,83,11,208.0966666666667,0.0563840522833939,0.0052860049015681,0.0681627662357771,0.005318041294911,0.2137041011922877,0.6511450340920619,Train,0,0.46226967246916023,0.3342794447121306
12495,1,357.4,17,636,357.4,0.0,0.1947397873531057,0.0,0.0499440402909904,0.0961108002238388,0.659205372132065,Train,0,0.45267954066792376,1.0924443127446963
12496,2,54.09,10,615,27.045,0.3004252172305416,0.0,0.4612682566093548,0.0,0.0,0.2383065261601035,Test,0,-2.762939484675196,-3.011054013402048
12497,3,6248.5,41,77,2082.833333333333,0.0291141874049771,0.1763047131311514,0.0,0.0,0.0,0.7945810994638715,Train,1,1.2076266080502318,0.2924758944443903
12498,3,403.7000000000001,21,17,134.5666666666667,0.0,0.0,0.0,0.1129551647262819,0.0,0.887044835273718,Train,0,1.7146657568932637,-0.42497103764026134
12499,1,393.72,27,555,393.72,0.0,0.0449558061566595,0.0,0.0,0.1015950421619424,0.8534491516813978,Train,0,1.6882819858896714,0.28801666555699895
12500,19,5955.21,88,18,313.4321052631579,0.2159873455344144,0.0036724145748008,0.0532474925317495,0.1308165455122489,0.0765548150275137,0.5197213868192726,Train,1,-0.6476368425983207,-0.807712205448608
12501,1,2169.39,149,332,2169.39,0.0276575442866427,0.1266254569256795,0.0091269896145921,0.0067991463037996,0.0983410083018728,0.731449854567413,Train,0,0.9061936105330235,0.586000768549254
12502,5,3723.87,102,91,744.774,0.0721292633738557,0.0204625832802971,0.0509416279300834,0.0,0.2148705513350358,0.6415959740807279,Train,1,0.4143426576323733,0.42128148821140926
